distance_km,current_speed_kmh,hour_of_day,day_of_week,is_weekend,traffic_level,eta_minutes
9.811,32.01,22,5,1,0.271,18.67
1.597,38.19,5,5,1,0.124,3.87
6.823,39.04,19,5,1,0.04,12.29
5.614,21.0,8,1,0,0.789,18.24
1.084,39.4,7,5,1,0.009,3.97
8.906,12.78,8,1,0,0.965,42.68
9.512,27.12,10,0,0,0.411,21.91
12.62,36.65,22,3,0,0.203,21.28
0.725,36.03,8,6,1,0.182,1.98
12.952,34.58,12,6,1,0.148,22.57
14.773,39.01,0,3,0,0.003,24.31
7.086,25.07,10,3,0,0.575,19.45
2.728,16.88,19,0,0,0.914,10.07
14.023,31.63,2,3,0,0.236,28.59
2.465,17.25,7,4,0,0.811,9.8
2.236,39.09,0,1,0,0.074,5.68
13.707,37.26,15,6,1,0.156,22.4
9.214,21.52,18,1,0,0.697,28.0
8.065,22.72,7,3,0,0.608,21.94
6.399,29.14,12,3,0,0.389,13.26
9.057,31.67,10,2,0,0.385,18.29
1.126,37.14,9,6,1,0.096,3.91
9.986,31.65,6,0,0,0.29,20.59
8.157,30.99,6,3,0,0.216,18.09
6.417,27.53,14,4,0,0.455,15.41
13.658,13.79,7,3,0,0.914,60.87
1.695,38.25,0,5,1,0.083,3.37
7.183,38.41,5,5,1,0.049,12.44
11.209,24.63,12,0,0,0.595,28.95
7.339,13.86,19,1,0,0.973,33.58
11.43,38.28,5,5,1,0.133,18.18
14.454,38.6,21,1,0,0.081,24.52
8.016,39.76,14,5,1,0.094,13.12
9.624,34.87,22,2,0,0.213,16.69
12.966,37.64,5,5,1,0.079,22.89
5.986,10.0,18,1,0,0.985,37.56
7.113,37.04,3,1,0,0.097,12.72
7.335,35.81,1,0,0,0.043,12.93
13.761,33.86,17,5,1,0.227,25.04
3.756,32.22,14,5,1,0.284,7.92
2.465,38.21,9,5,1,0.034,4.83
12.023,36.32,23,1,0,0.051,20.53
7.882,37.43,5,0,0,0.183,14.98
13.728,37.1,14,5,1,0.132,23.55
14.536,32.54,23,4,0,0.258,27.91
1.168,19.37,8,2,0,0.735,4.8
9.391,36.36,22,5,1,0.199,17.76
2.237,13.56,17,2,0,0.93,10.04
7.462,29.23,14,1,0,0.351,17.4
13.976,25.47,10,1,0,0.418,33.57
14.741,26.72,15,4,0,0.433,34.78
0.506,38.43,23,6,1,0.024,1.27
6.1,32.79,13,6,1,0.269,12.24
11.572,33.62,0,6,1,0.198,20.78
2.016,42.89,0,4,0,0.062,3.53
14.252,34.35,0,3,0,0.217,25.09
2.039,31.71,0,1,0,0.293,4.77
9.771,34.54,23,0,0,0.129,17.66
13.372,23.15,11,3,0,0.574,36.64
0.953,28.46,13,1,0,0.458,2.77
5.757,30.43,5,4,0,0.292,12.16
13.081,26.89,11,0,0,0.482,30.19
3.514,13.11,18,2,0,0.897,16.33
8.854,13.73,8,2,0,0.977,39.98
5.608,32.3,9,6,1,0.277,12.49
5.572,20.03,16,4,0,0.651,17.0
9.484,36.48,20,2,0,0.233,15.63
2.851,40.53,20,1,0,0.023,5.92
3.053,32.03,21,6,1,0.263,7.07
12.819,41.43,16,5,1,0.046,20.7
7.963,24.77,15,2,0,0.502,20.8
2.254,37.34,6,2,0,0.109,4.25
10.41,18.41,18,4,0,0.801,35.38
9.475,32.48,0,5,1,0.293,18.22
6.645,37.5,15,5,1,0.177,12.66
2.364,38.52,5,2,0,0.075,3.85
10.514,34.76,22,5,1,0.121,19.82
14.575,34.1,22,0,0,0.179,26.71
6.977,29.06,11,0,0,0.548,15.17
3.136,24.93,11,1,0,0.485,8.66
3.226,34.88,20,3,0,0.141,6.32
10.124,37.2,23,6,1,0.086,17.48
3.305,23.08,11,0,0,0.569,9.29
2.347,37.83,3,0,0,0.04,5.34
5.425,36.49,2,6,1,0.167,9.21
8.278,18.3,8,1,0,0.707,28.65
13.134,32.81,14,6,1,0.182,24.66
7.452,23.2,13,0,0,0.574,20.19
5.915,34.76,12,5,1,0.251,11.05
12.36,35.04,5,6,1,0.261,22.44
6.275,23.01,12,3,0,0.5,16.71
6.872,35.6,22,4,0,0.121,13.28
6.603,31.24,4,2,0,0.265,13.36
3.585,36.56,20,6,1,0.151,8.05
14.314,26.38,14,3,0,0.452,34.26
4.177,39.46,0,0,0,0.056,6.91
7.661,30.36,23,6,1,0.231,16.51
11.351,19.34,8,2,0,0.73,37.03
10.038,30.66,15,1,0,0.406,21.02
9.787,39.46,6,6,1,0.115,16.97
2.655,31.72,0,4,0,0.237,6.01
3.282,32.46,1,2,0,0.177,8.54
2.919,34.51,5,0,0,0.234,6.84
14.212,32.02,23,3,0,0.257,27.96
4.201,37.79,0,2,0,0.152,8.51
10.125,37.73,6,0,0,0.088,17.08
5.459,13.85,7,0,0,0.928,25.01
2.647,37.55,9,5,1,0.067,6.56
7.578,15.82,19,0,0,0.869,30.43
6.553,15.8,17,4,0,0.809,25.07
3.284,35.32,22,4,0,0.217,6.02
8.913,35.48,0,6,1,0.096,16.75
3.225,36.18,15,6,1,0.101,5.8
13.578,36.4,5,5,1,0.074,23.5
5.148,13.97,16,4,0,0.988,23.52
2.78,35.4,2,0,0,0.154,6.34
13.4,12.99,8,1,0,0.96,63.39
5.221,36.88,2,4,0,0.2,8.6
5.236,31.06,12,4,0,0.317,10.95
6.855,33.03,4,4,0,0.227,14.05
2.238,15.78,16,0,0,0.874,10.54
12.215,32.1,11,3,0,0.333,24.64
2.768,34.78,6,6,1,0.186,5.67
4.523,28.08,15,4,0,0.508,11.84
5.464,30.02,12,4,0,0.397,12.23
4.728,32.22,0,6,1,0.279,9.23
8.905,31.96,14,2,0,0.328,17.5
4.94,40.63,0,4,0,0.022,9.5
4.222,30.89,3,2,0,0.281,9.92
5.488,14.64,19,4,0,0.999,24.36
9.848,24.38,13,3,0,0.539,24.46
5.237,37.63,22,3,0,0.084,9.8
1.303,34.72,22,2,0,0.209,2.39
6.407,33.8,0,5,1,0.17,13.69
1.294,36.12,22,2,0,0.212,2.6
14.414,19.12,8,1,0,0.737,47.41
8.676,17.43,18,3,0,0.832,30.2
12.185,15.09,18,1,0,0.84,48.88
11.254,35.16,1,1,0,0.199,19.53
6.668,32.4,0,1,0,0.225,13.0
13.285,37.21,5,1,0,0.059,22.4
10.843,35.88,6,0,0,0.158,20.1
12.686,38.87,12,6,1,0.102,20.33
13.894,33.56,2,6,1,0.225,26.42
11.369,21.65,12,4,0,0.58,33.11
4.659,37.97,6,5,1,0.12,9.49
7.754,37.69,20,0,0,0.118,12.85
2.63,34.52,5,6,1,0.204,5.04
4.406,30.64,23,4,0,0.296,8.9
10.932,13.23,17,3,0,0.938,50.19
6.521,14.59,18,3,0,0.792,28.27
9.553,38.46,6,4,0,0.021,16.48
14.322,35.7,1,6,1,0.215,26.4
3.171,28.58,11,0,0,0.418,7.67
2.32,32.4,3,5,1,0.263,5.81
10.532,30.88,16,5,1,0.261,21.88
6.873,36.72,2,2,0,0.139,13.31
7.663,41.64,6,4,0,0.004,11.8
10.621,25.05,14,3,0,0.389,26.47
3.855,20.77,8,2,0,0.679,11.27
3.373,34.89,23,3,0,0.121,6.87
14.774,34.28,8,6,1,0.18,27.8
11.363,14.15,7,2,0,0.844,49.14
6.532,26.47,10,1,0,0.465,17.03
2.018,35.83,21,2,0,0.063,4.38
2.682,12.83,8,2,0,0.921,13.65
7.614,29.52,6,4,0,0.295,16.5
5.206,30.97,18,6,1,0.228,11.28
1.148,34.99,23,0,0,0.243,3.05
10.356,16.89,16,0,0,0.872,37.09
2.15,33.28,19,5,1,0.194,4.07
14.136,33.68,3,2,0,0.256,27.34
11.702,33.85,0,3,0,0.247,21.58
4.306,37.83,22,2,0,0.153,8.29
5.71,33.52,15,6,1,0.169,10.58
13.614,32.56,12,5,1,0.298,27.06
10.121,38.91,1,3,0,0.051,17.57
12.484,23.46,15,1,0,0.564,34.43
4.039,37.22,6,3,0,0.094,8.01
0.949,18.96,18,1,0,0.694,3.21
4.259,39.34,2,2,0,0.011,7.52
0.766,34.25,12,6,1,0.241,2.88
11.43,19.17,7,3,0,0.793,36.52
10.067,37.36,8,5,1,0.069,16.85
5.065,19.81,8,1,0,0.709,17.61
2.015,17.17,17,1,0,0.738,9.52
1.978,34.94,22,3,0,0.227,3.5
12.671,33.03,3,0,0,0.191,23.57
10.318,34.66,22,1,0,0.241,18.38
4.123,17.16,19,1,0,0.764,14.99
6.388,40.18,4,3,0,0.068,10.42
9.812,22.14,9,0,0,0.644,28.57
1.935,32.19,17,6,1,0.244,4.75
14.161,27.89,14,2,0,0.435,30.72
10.759,34.15,2,0,0,0.261,19.9
5.377,36.9,3,4,0,0.144,10.12
9.661,12.56,19,3,0,0.979,47.0
7.012,38.39,22,1,0,0.039,12.75
1.503,39.99,22,0,0,0.075,3.18
7.548,41.49,22,2,0,0.043,11.45
2.03,25.79,15,3,0,0.498,6.19
14.653,25.57,10,4,0,0.574,35.4
11.349,31.24,0,3,0,0.245,23.03
11.263,36.46,20,1,0,0.15,19.3
14.619,38.03,16,5,1,0.122,23.67
2.99,21.9,15,1,0,0.597,9.89
14.782,36.7,3,0,0,0.101,26.26
0.969,34.48,1,0,0,0.17,3.09
7.392,40.13,19,5,1,0.019,12.4
4.674,15.17,9,4,0,0.881,20.1
5.922,23.69,16,4,0,0.609,15.8
4.158,13.63,18,1,0,0.93,18.56
14.174,37.26,23,2,0,0.054,23.83
11.858,41.19,20,2,0,0.038,18.33
7.474,37.15,14,5,1,0.109,13.16
3.325,32.77,3,3,0,0.241,7.3
4.828,37.36,5,0,0,0.071,10.09
8.042,31.77,9,6,1,0.262,16.18
5.358,35.57,16,5,1,0.095,10.48
1.455,38.07,5,2,0,0.122,4.64
5.97,36.58,4,1,0,0.077,10.23
11.531,34.59,4,4,0,0.167,20.95
7.845,30.52,15,2,0,0.394,17.6
3.292,31.09,6,4,0,0.269,7.23
8.494,22.85,9,2,0,0.65,22.82
7.052,36.11,20,2,0,0.273,11.97
1.213,39.11,2,0,0,0.098,2.99
10.423,35.69,2,4,0,0.2,17.62
6.166,31.9,22,3,0,0.241,12.21
14.943,24.35,15,0,0,0.594,38.36
12.006,36.62,23,5,1,0.055,21.2
10.592,41.23,21,1,0,0.032,15.59
9.04,10.83,8,3,0,0.897,51.07
0.883,31.9,12,0,0,0.308,3.47
12.25,22.2,18,2,0,0.651,35.36
6.984,15.41,19,1,0,0.914,27.42
8.053,26.08,11,1,0,0.485,20.6
11.93,34.15,8,5,1,0.213,21.5
1.085,37.14,11,5,1,0.054,3.02
7.413,20.18,17,1,0,0.612,23.56
6.238,33.64,22,2,0,0.26,12.36
2.399,36.93,23,0,0,0.132,4.06
12.467,26.49,15,3,0,0.468,28.55
8.711,35.3,3,2,0,0.101,16.33
8.849,31.48,15,3,0,0.337,17.11
6.826,25.17,15,2,0,0.55,17.5
11.557,36.65,5,2,0,0.085,19.31
12.284,31.58,15,3,0,0.303,24.9
10.707,32.05,5,0,0,0.237,20.44
6.837,27.13,14,1,0,0.474,16.09
2.976,36.73,23,2,0,0.048,6.33
1.467,33.54,16,5,1,0.169,4.3
10.695,24.85,12,0,0,0.441,26.51
12.205,38.86,4,4,0,0.095,20.97
12.771,32.64,13,6,1,0.25,23.64
0.523,33.45,0,3,0,0.294,1.81
7.057,35.76,19,6,1,0.233,12.22
8.792,30.3,13,3,0,0.368,17.44
2.39,30.08,3,2,0,0.209,5.25
5.34,39.25,19,6,1,0.022,10.03
1.269,15.01,9,4,0,0.835,5.77
13.499,32.68,16,6,1,0.219,27.08
13.722,29.33,14,0,0,0.359,29.93
10.441,17.94,7,0,0,0.813,36.51
14.323,38.04,20,6,1,0.093,22.83
0.827,31.31,15,3,0,0.316,3.85
10.958,32.92,21,0,0,0.235,21.2
2.101,35.71,23,6,1,0.095,3.62
2.483,23.13,7,4,0,0.607,8.79
13.078,37.3,0,3,0,0.1,22.1
2.52,35.89,0,0,0,0.261,6.53
10.144,40.61,5,4,0,0.035,15.89
14.539,15.0,16,4,0,0.954,58.28
2.654,37.56,20,1,0,0.079,5.13
2.86,32.21,11,5,1,0.238,6.55
10.616,34.75,3,4,0,0.204,19.92
13.689,35.64,20,2,0,0.167,23.86
2.476,38.24,3,4,0,0.141,6.08
8.995,31.65,4,5,1,0.241,18.34
12.144,39.23,13,6,1,0.116,18.81
13.761,23.58,12,2,0,0.494,36.72
1.473,35.47,3,2,0,0.077,4.15
6.581,14.54,8,4,0,0.874,27.36
7.573,39.72,4,2,0,0.061,13.82
6.938,36.31,3,6,1,0.081,12.32
1.392,20.48,17,2,0,0.725,4.34
0.77,39.85,16,6,1,0.041,2.5
4.99,37.55,2,5,1,0.121,10.24
11.235,29.18,10,4,0,0.32,23.1
7.708,36.15,22,5,1,0.046,13.92
6.416,30.81,14,2,0,0.375,13.54
13.71,39.59,0,1,0,0.032,21.36
14.281,32.58,11,1,0,0.329,26.35
9.265,36.09,6,2,0,0.14,16.0
13.472,38.38,5,4,0,0.087,22.2
9.294,25.48,14,1,0,0.548,22.95
4.494,23.99,12,0,0,0.461,11.47
10.92,27.3,11,4,0,0.359,25.03
3.803,31.02,13,1,0,0.411,7.86
2.758,24.47,12,1,0,0.43,7.79
1.016,19.64,19,2,0,0.822,3.55
4.157,24.4,13,2,0,0.584,10.56
7.716,38.2,1,2,0,0.018,13.89
8.239,39.29,4,6,1,0.003,14.6
3.055,26.19,14,0,0,0.401,7.22
3.733,37.6,1,0,0,0.128,7.6
4.325,35.05,9,5,1,0.182,8.58
8.814,16.89,8,1,0,0.851,33.28
9.898,24.59,11,4,0,0.572,24.69
9.747,26.83,11,3,0,0.515,23.88
11.269,36.64,18,6,1,0.158,19.69
5.042,38.68,20,1,0,0.066,8.79
13.053,27.3,11,2,0,0.421,29.39
3.053,18.59,7,1,0,0.701,10.99
6.095,39.25,6,5,1,0.117,10.36
6.762,37.98,1,4,0,0.155,11.94
2.668,39.31,2,4,0,0.037,4.56
4.146,22.3,13,3,0,0.587,13.29
3.842,37.64,23,6,1,0.063,7.8
8.086,16.58,19,1,0,0.836,29.44
0.881,34.65,20,5,1,0.161,2.86
10.72,30.65,15,1,0,0.333,21.68
11.688,34.4,9,5,1,0.257,21.8
7.34,31.92,20,1,0,0.22,14.02
10.189,33.53,4,0,0,0.153,19.04
0.836,37.89,19,6,1,0.145,1.72
11.583,35.53,11,5,1,0.144,21.48
1.087,28.24,15,4,0,0.482,2.53
1.03,29.37,11,0,0,0.388,2.89
7.164,34.34,6,4,0,0.188,13.27
14.536,36.13,22,5,1,0.041,25.48
12.708,34.57,20,2,0,0.123,23.86
7.917,38.8,12,6,1,0.093,14.2
5.608,25.93,12,1,0,0.468,13.0
1.699,38.81,3,1,0,0.056,4.26
1.389,35.84,16,5,1,0.149,2.69
13.844,34.41,13,5,1,0.298,24.4
7.086,32.78,7,5,1,0.185,13.0
10.581,19.65,7,2,0,0.781,34.1
3.752,15.05,17,4,0,0.967,16.36
2.73,24.53,14,1,0,0.574,9.01
14.106,34.77,0,5,1,0.164,25.23
0.605,34.56,5,3,0,0.129,2.04
3.032,39.33,23,3,0,0.003,4.98
5.17,30.73,13,0,0,0.323,12.38
11.818,17.2,19,1,0,0.843,42.8
9.751,17.65,7,3,0,0.821,33.68
1.715,12.77,16,0,0,0.99,9.57
11.157,32.99,11,0,0,0.311,20.69
9.118,39.22,22,5,1,0.049,14.26
14.711,30.44,11,4,0,0.368,30.52
9.832,14.04,7,4,0,0.875,42.94
11.459,40.5,3,3,0,0.034,17.64
3.619,30.83,4,6,1,0.296,8.44
4.532,33.35,22,1,0,0.169,9.77
12.847,11.91,17,1,0,0.941,65.35
8.033,26.0,8,2,0,0.605,20.02
11.176,40.47,5,5,1,0.02,16.86
9.149,41.74,0,5,1,0.024,13.97
10.946,34.67,6,3,0,0.079,20.84
11.718,18.54,9,2,0,0.845,40.02
10.479,34.78,20,0,0,0.138,19.69
10.357,33.94,3,6,1,0.187,19.71
1.186,39.75,17,6,1,0.075,3.51
12.856,33.82,5,0,0,0.16,23.1
11.53,35.66,23,5,1,0.137,21.05
13.76,27.23,13,2,0,0.531,31.04
10.416,24.43,18,2,0,0.645,26.92
1.968,31.86,1,3,0,0.242,3.81
4.582,32.52,21,2,0,0.25,9.59
10.934,31.63,15,5,1,0.254,21.1
5.086,38.87,21,1,0,0.077,8.99
0.935,35.35,20,5,1,0.13,3.69
14.959,28.09,14,0,0,0.407,34.3
10.811,36.43,13,6,1,0.174,18.25
12.458,33.52,21,4,0,0.279,23.21
12.936,17.9,16,2,0,0.806,45.46
10.917,38.5,11,6,1,0.014,19.35
10.73,36.06,5,4,0,0.099,18.2
6.286,39.85,4,3,0,0.068,11.0
6.778,17.92,17,4,0,0.795,24.87
4.69,39.67,22,5,1,0.113,8.53
11.984,33.36,2,6,1,0.215,21.91
12.263,32.89,4,0,0,0.215,24.73
8.153,35.7,6,6,1,0.138,15.21
14.797,29.72,7,6,1,0.259,32.1
7.284,33.16,16,6,1,0.269,14.22
9.216,31.86,23,6,1,0.285,17.97
11.319,38.17,22,5,1,0.081,19.45
5.182,19.45,17,3,0,0.814,17.47
0.955,34.88,20,5,1,0.123,2.67
8.391,15.02,16,1,0,0.799,33.85
7.693,30.78,12,3,0,0.338,16.64
6.326,35.63,8,5,1,0.191,12.57
5.844,34.51,2,4,0,0.083,10.49
4.355,32.07,13,4,0,0.309,10.07
9.516,18.1,19,2,0,0.818,31.57
1.193,38.81,8,6,1,0.05,2.3
10.243,30.58,8,5,1,0.298,22.56
12.56,33.76,3,3,0,0.166,24.43
7.474,31.25,5,2,0,0.249,15.61
6.491,39.14,14,6,1,0.038,12.14
7.927,22.04,16,4,0,0.665,22.52
4.003,14.59,9,0,0,0.918,16.47
9.655,36.8,10,5,1,0.161,16.41
13.542,22.33,18,2,0,0.761,38.61
6.067,20.4,8,0,0,0.79,18.76
0.774,30.04,10,3,0,0.338,2.58
0.715,35.09,21,2,0,0.154,2.34
3.239,34.7,4,4,0,0.16,7.68
6.327,33.57,22,6,1,0.263,13.2
5.676,37.0,7,5,1,0.076,11.13
6.803,39.59,9,6,1,0.054,11.72
14.381,30.01,13,1,0,0.393,30.05
10.124,32.08,22,5,1,0.216,20.29
0.844,34.22,5,4,0,0.154,3.54
12.329,26.37,15,1,0,0.552,29.22
9.584,14.76,17,4,0,0.988,40.14
8.818,34.28,15,6,1,0.201,16.79
1.783,33.38,0,3,0,0.237,3.85
5.439,38.43,23,4,0,0.054,10.69
6.26,39.45,3,4,0,0.105,11.29
5.834,15.75,19,4,0,0.797,23.76
7.734,35.01,4,1,0,0.139,13.44
14.672,38.09,18,6,1,0.053,24.05
13.643,34.98,4,4,0,0.217,23.84
9.058,38.15,5,5,1,0.103,15.43
6.052,27.05,15,2,0,0.481,15.63
5.208,40.32,21,2,0,0.034,8.25
1.635,16.12,8,3,0,0.834,6.53
11.158,24.62,9,2,0,0.645,27.31
1.506,33.8,17,6,1,0.243,3.29
9.421,38.22,15,6,1,0.058,16.53
6.437,19.59,17,4,0,0.719,19.75
4.86,38.42,22,6,1,0.113,9.87
4.357,17.2,9,1,0,0.82,17.57
14.98,33.86,22,0,0,0.218,27.76
0.827,19.54,9,2,0,0.718,3.94
4.863,18.94,9,0,0,0.763,15.9
7.872,37.22,21,0,0,0.016,12.84
4.927,25.43,15,4,0,0.492,13.71
0.618,35.42,23,6,1,0.185,1.99
14.771,37.26,20,3,0,0.086,25.86
12.432,35.86,6,2,0,0.21,21.53
4.814,32.67,12,5,1,0.218,9.1
3.944,36.81,22,5,1,0.143,6.54
14.573,21.92,17,4,0,0.66,40.6
6.85,39.7,23,3,0,0.022,12.04
12.465,19.23,16,0,0,0.737,40.93
14.342,15.61,18,4,0,0.964,56.4
5.722,33.87,21,4,0,0.207,12.43
12.32,33.05,15,6,1,0.264,23.07
2.036,31.0,14,2,0,0.387,6.19
9.544,39.13,16,5,1,0.056,14.89
5.768,37.81,19,6,1,0.105,10.31
7.682,30.36,1,2,0,0.287,15.72
7.992,35.05,17,5,1,0.167,14.84
1.784,20.95,17,0,0,0.715,5.51
8.396,36.66,12,6,1,0.091,14.35
9.813,39.07,1,0,0,0.065,15.71
7.614,31.69,14,6,1,0.25,15.58
14.694,34.92,1,4,0,0.107,27.07
14.477,23.11,19,4,0,0.691,39.1
1.534,20.82,18,3,0,0.738,5.29
7.301,22.91,17,3,0,0.643,19.41
14.221,16.0,17,1,0,0.855,54.94
12.488,18.66,9,3,0,0.802,42.24
1.548,28.57,11,4,0,0.498,5.03
0.655,31.77,3,0,0,0.247,1.39
1.244,36.85,15,5,1,0.101,3.82
11.271,21.27,9,2,0,0.688,32.16
2.442,11.61,17,1,0,0.922,13.07
6.395,36.28,21,4,0,0.153,11.57
4.312,34.93,13,5,1,0.149,8.26
4.008,30.52,12,3,0,0.306,7.99
9.979,33.92,4,6,1,0.244,18.88
3.478,16.23,7,0,0,0.787,15.28
12.829,34.28,4,5,1,0.087,22.87
13.861,41.57,20,5,1,0.021,20.97
5.289,37.05,13,5,1,0.07,11.05
14.37,37.25,4,1,0,0.032,23.65
14.077,29.36,12,1,0,0.431,28.82
7.512,20.28,16,1,0,0.637,23.27
12.578,38.36,6,4,0,0.06,20.39
2.847,25.42,13,1,0,0.51,8.98
13.803,38.75,2,1,0,0.081,22.37
13.121,37.36,2,0,0,0.18,22.05
8.877,31.56,5,4,0,0.206,18.5
6.652,32.06,3,1,0,0.284,13.27
7.871,18.54,16,3,0,0.725,27.52
8.532,38.31,17,5,1,0.077,14.16
11.624,36.92,2,2,0,0.069,20.75
8.214,34.49,7,6,1,0.234,16.29
5.519,30.7,21,5,1,0.282,12.95
7.75,28.3,13,1,0,0.365,16.8
7.445,36.61,5,4,0,0.22,12.39
9.622,41.17,11,5,1,0.04,14.68
2.862,35.32,23,0,0,0.173,5.19
7.135,25.86,10,2,0,0.553,17.63
11.035,25.64,10,4,0,0.487,26.81
11.639,38.07,5,3,0,0.137,19.99
5.563,34.71,13,6,1,0.193,11.94
12.701,19.95,17,3,0,0.737,40.66
4.089,40.48,0,0,0,0.059,7.5
13.916,32.71,22,0,0,0.291,27.43
14.797,31.25,2,1,0,0.247,29.09
3.186,32.98,23,2,0,0.16,5.88
6.449,32.54,3,0,0,0.272,11.99
6.759,15.41,17,3,0,0.864,26.33
1.643,16.78,19,4,0,0.834,5.97
7.577,32.41,19,5,1,0.261,14.37
3.935,32.57,8,5,1,0.291,8.42
4.928,13.42,9,2,0,0.896,24.1
4.152,15.53,9,4,0,0.879,17.53
7.176,39.01,3,1,0,0.106,12.73
3.377,15.4,18,4,0,0.917,14.34
8.281,27.38,15,0,0,0.498,18.55
14.935,39.57,20,3,0,0.004,24.87
4.052,35.21,21,2,0,0.236,8.61
11.955,38.77,20,0,0,0.025,20.06
0.598,31.99,6,0,0,0.292,3.28
7.48,25.93,13,1,0,0.468,18.14
2.747,33.61,4,0,0,0.156,7.18
3.031,19.77,17,0,0,0.705,9.72
9.187,41.64,12,6,1,0.017,14.62
6.632,35.7,1,5,1,0.11,13.49
1.296,23.33,15,4,0,0.567,4.07
10.897,25.62,13,1,0,0.541,27.39
12.014,27.49,12,1,0,0.472,28.08
6.507,27.6,13,2,0,0.423,16.47
5.481,34.06,2,1,0,0.273,10.58
0.766,36.45,15,5,1,0.226,2.44
2.673,33.16,13,5,1,0.284,5.6
8.377,15.96,16,0,0,0.846,32.83
1.832,33.16,1,6,1,0.206,4.73
14.733,33.57,17,6,1,0.286,27.3
11.91,31.53,12,6,1,0.247,22.86
12.637,30.38,12,3,0,0.376,25.78
4.412,16.91,17,1,0,0.828,16.54
12.059,38.49,23,3,0,0.096,20.6
12.123,13.26,8,3,0,0.991,57.02
0.503,36.03,20,4,0,0.18,1.28
4.904,17.82,17,2,0,0.827,17.69
6.152,35.54,21,6,1,0.185,10.7
8.903,36.5,6,3,0,0.132,15.19
7.449,40.11,14,5,1,0.024,12.6
14.244,23.63,14,4,0,0.572,37.94
6.814,37.2,7,6,1,0.112,11.82
3.054,29.48,13,2,0,0.443,8.12
13.348,33.24,3,0,0,0.278,24.93
7.797,36.01,10,5,1,0.168,14.5
11.364,39.82,6,3,0,0.002,18.96
2.706,15.17,8,4,0,0.957,10.72
14.781,33.89,1,4,0,0.281,28.56
3.518,33.62,4,0,0,0.231,8.76
0.668,28.03,13,1,0,0.487,2.6
2.191,35.0,2,6,1,0.227,4.78
8.112,36.11,1,1,0,0.134,15.42
8.138,20.44,16,4,0,0.703,24.46
2.648,31.89,12,5,1,0.263,6.84
13.548,30.42,22,2,0,0.297,28.03
9.679,37.27,6,2,0,0.078,17.85
0.807,33.14,14,6,1,0.23,3.01
1.415,38.57,16,6,1,0.048,3.13
12.782,30.78,13,3,0,0.415,25.52
2.938,35.78,19,6,1,0.185,7.38
5.397,38.26,21,3,0,0.067,9.26
2.931,20.23,16,4,0,0.614,10.45
7.636,30.52,13,1,0,0.352,15.25
11.437,33.0,1,0,0,0.205,22.4
0.721,29.07,14,4,0,0.344,1.99
2.06,41.89,22,3,0,0.037,4.17
9.566,34.03,23,3,0,0.204,17.59
13.768,36.28,4,3,0,0.111,22.95
13.465,13.52,17,2,0,0.942,60.19
7.424,29.3,15,3,0,0.447,16.55
4.236,32.73,21,2,0,0.27,9.31
7.378,34.16,15,5,1,0.275,13.27
6.567,37.7,0,1,0,0.149,10.8
7.941,34.23,5,5,1,0.055,14.08
11.558,33.4,10,5,1,0.218,21.73
5.951,38.82,7,6,1,0.148,11.32
13.183,15.75,8,4,0,0.852,52.55
10.903,38.86,20,2,0,0.06,17.42
8.058,33.62,2,3,0,0.255,16.19
9.846,26.19,14,4,0,0.489,24.99
5.303,35.37,7,6,1,0.171,10.55
5.068,39.46,0,4,0,0.027,9.4
11.014,37.86,23,4,0,0.078,19.22
11.961,28.86,12,0,0,0.379,26.15
5.294,26.36,14,2,0,0.436,12.09
5.792,14.8,9,4,0,0.802,24.32
11.03,14.5,8,3,0,0.9,47.96
11.999,35.13,1,3,0,0.2,21.08
13.471,28.42,13,2,0,0.364,29.72
10.845,37.63,10,5,1,0.027,19.68
13.859,35.16,11,5,1,0.244,25.45
7.703,14.7,19,0,0,0.932,32.35
6.741,31.97,14,6,1,0.278,12.9
9.477,34.21,21,6,1,0.157,16.64
5.091,35.3,11,5,1,0.145,10.77
13.713,38.73,23,6,1,0.038,23.74
4.249,24.39,13,0,0,0.572,11.23
14.658,12.25,8,0,0,0.981,71.93
10.784,28.95,10,1,0,0.466,22.99
6.626,31.3,5,1,0,0.292,12.85
12.281,25.21,14,3,0,0.562,29.45
10.563,27.49,14,3,0,0.536,23.68
6.547,33.06,19,6,1,0.258,12.24
10.72,11.86,16,1,0,0.949,54.78
0.616,39.75,1,3,0,0.06,2.11
5.102,33.35,4,5,1,0.196,11.1
2.772,32.64,6,5,1,0.18,6.22
5.52,31.61,3,5,1,0.242,10.79
14.574,38.84,5,0,0,0.055,24.09
1.269,31.79,3,1,0,0.239,2.52
12.899,32.65,9,5,1,0.259,24.03
14.646,32.69,11,6,1,0.266,28.24
9.873,22.68,7,3,0,0.62,27.74
7.788,34.39,23,0,0,0.291,15.11
6.291,19.18,16,1,0,0.758,19.78
3.063,37.2,8,6,1,0.169,7.32
1.55,32.3,3,3,0,0.248,3.92
8.61,36.59,2,6,1,0.134,15.62
5.247,34.32,8,5,1,0.252,9.43
12.647,38.58,3,2,0,0.025,21.27
7.343,36.96,1,5,1,0.109,13.06
5.494,22.45,15,1,0,0.528,16.82
14.606,36.41,7,5,1,0.215,25.26
14.91,11.08,17,3,0,0.981,82.79
13.592,20.56,9,1,0,0.708,40.09
6.657,38.18,4,5,1,0.006,10.5
8.043,31.95,2,6,1,0.283,16.66
12.688,33.06,18,5,1,0.214,24.11
